DPT;CIRC;INS;VOT;BLA;NUL;EXP;EXG;PCF;FG;EELV-GR;EELV;PS-EELV;PS;DVG;GEC;DIV;ECO;REG;MoDem;UDI;UD;LR;DVD;SOUV;FN;EXD
72;05;87372;43169;1925;602;40642;730;1382;0;0;2614;0;9413;0;0;0;0;250;0;0;11229;0;0;3283;11741;0
73;01;84607;42321;996;453;40872;408;1485;0;2843;0;0;8899;0;0;0;0;0;0;0;12837;0;641;2004;11755;0
73;02;75921;33280;791;463;32026;407;1664;0;2259;0;0;6250;0;0;0;0;0;0;0;10491;0;538;1407;9010;0
73;03;71728;36097;860;452;34785;392;1887;0;2475;0;0;8164;0;0;0;0;0;0;0;9715;0;403;1422;10327;0
73;04;72516;35719;702;396;34621;389;1926;0;3344;0;0;9673;0;0;0;0;0;0;0;9105;0;573;1323;8288;0
74;01;96820;46915;1100;474;45341;428;1359;0;3515;0;0;10140;0;0;0;0;0;0;0;15921;0;928;2152;10898;0
74;02;93533;44380;946;424;43010;438;1234;0;3678;0;0;9944;0;0;0;0;0;0;0;14658;0;877;2096;10085;0
74;03;79353;36225;984;355;34886;383;1131;0;2749;0;0;6615;0;0;0;0;0;0;0;11570;0;466;1584;10388;0
74;04;84949;33332;719;264;32349;382;970;0;2318;0;0;7040;0;0;0;0;0;0;0;11028;0;515;1499;8597;0
74;05;94016;39905;1044;491;38370;421;1457;0;2449;0;0;7767;0;0;0;0;0;0;0;13335;0;630;1785;10526;0
74;06;77932;33174;789;344;32041;368;877;0;2522;0;0;5339;0;0;0;0;0;0;0;12032;0;586;1311;9006;0
75;01;75767;39290;605;231;38454;218;0;1472;0;3742;0;10816;179;0;32;0;0;0;0;16066;0;850;1731;3348;0
75;02;70193;38553;495;232;37826;269;0;1662;0;3194;0;10193;160;0;50;0;0;0;0;16540;0;644;1903;3211;0
75;03;63587;31004;503;239;30262;380;0;1935;0;3414;0;9717;150;0;99;0;0;0;0;9584;0;504;1427;3052;0
75;04;67540;33461;395;182;32884;124;0;555;0;1359;0;4973;71;0;30;0;0;0;0;19999;0;649;1664;3460;0
75;05;71085;36298;623;297;35378;416;0;3215;0;5278;0;14038;260;0;45;0;0;0;0;7756;0;518;1258;2594;0
75;06;71900;35788;675;320;34793;528;0;3978;0;5670;0;13353;279;0;72;0;0;0;0;6391;0;365;1381;2776;0
75;07;71192;37525;603;294;36628;388;0;2835;0;4777;0;14293;220;0;40;0;0;0;0;9120;0;572;1539;2844;0
75;08;78982;40840;771;364;39705;466;0;2900;0;4417;0;13348;239;0;49;0;0;0;0;11276;0;487;2228;4295;0
75;09;65984;32638;661;345;31632;520;0;2891;0;3779;0;11642;164;0;69;0;0;0;0;7049;0;378;1665;3475;0
75;10;65474;32897;537;328;32032;425;0;2520;0;3770;0;11311;201;0;106;0;0;0;0;7902;0;446;1728;3623;0
75;11;68465;37829;578;297;36954;307;0;2131;0;3938;0;12404;180;0;133;0;0;0;0;12586;0;564;1785;2926;0
75;12;70810;38395;500;235;37660;237;0;1274;0;2592;0;9048;117;0;43;0;0;0;0;17390;0;814;2273;3872;0
75;13;72069;38067;573;330;37164;294;0;1497;0;2970;0;10104;135;0;137;0;0;0;0;14966;0;590;2260;4211;0
75;14;70527;36443;395;126;35922;99;0;514;0;1331;0;4781;61;0;34;0;0;0;0;22674;0;724;1881;3823;0
75;15;72552;34357;693;304;33360;613;0;3873;0;4707;0;12407;235;0;83;0;0;0;0;6001;0;317;1560;3564;0
75;16;65913;29173;486;271;28416;487;0;3169;0;4293;0;10200;181;0;314;0;0;0;0;5361;0;263;1260;2888;0
75;17;54621;22277;417;249;21611;435;0;2485;0;3157;0;7988;190;0;261;0;0;0;0;3606;0;230;919;2340;0
75;18;61905;31108;497;234;30377;379;0;2712;0;4314;0;11403;221;0;70;0;0;0;0;6941;0;399;1238;2700;0
76;01;64742;31550;594;282;30674;361;0;2215;0;2426;0;9684;322;0;0;0;0;0;0;9094;0;0;1312;5260;0
76;02;94081;51268;1182;529;49557;679;0;2677;0;3059;0;11786;336;0;0;0;0;0;0;15628;0;0;2348;13044;0
76;03;69175;32395;799;406;31190;873;0;5038;0;2030;0;9213;316;0;0;0;0;0;0;4367;0;0;1098;8255;0
76;04;88989;44500;1191;629;42680;1060;0;4039;0;1994;0;14779;262;0;0;0;0;0;0;6194;0;0;1614;12738;0
76;05;95466;48552;1268;630;46654;970;0;3482;0;2336;0;13040;301;0;0;0;0;0;0;10289;0;0;2044;14192;0
76;06;109922;57980;1564;927;55489;963;0;9345;0;2068;0;9281;256;0;0;0;0;0;0;13470;0;0;2344;17762;0
76;07;90003;40084;1474;172;38438;654;0;3617;0;2076;0;8620;332;0;0;0;0;0;0;12328;0;0;2000;8811;0
76;08;70758;25124;1299;43;23782;645;0;4877;0;1250;0;4733;268;0;0;0;0;0;0;4710;0;0;1075;6224;0
76;09;92964;47009;1247;612;45150;1001;0;3513;0;2277;0;9290;287;0;0;0;0;0;0;12702;0;0;2094;13986;0
76;10;108217;57755;1635;920;55200;995;0;3881;0;2452;0;12359;318;0;0;0;0;0;0;15528;0;0;2672;16995;0
77;01;69953;30617;656;304;29657;480;0;1310;0;1963;0;6402;46;0;147;0;0;0;0;7820;0;373;2839;8277;0
77;02;78313;38207;816;399;36992;637;0;1572;0;2525;0;6882;41;0;40;0;0;0;0;10905;0;566;3174;10650;0
77;03;73897;35107;1020;339;33748;696;0;1748;0;2263;0;6415;21;0;147;0;0;0;0;8233;0;428;2711;11086;0
77;04;86588;41823;1011;512;40300;751;0;1689;0;2060;0;5782;27;0;65;0;0;0;0;10301;0;443;3171;16011;0
77;05;82003;37166;812;398;35956;518;0;1468;0;2133;0;5946;60;0;44;0;0;0;0;9850;0;434;2982;12521;0
77;06;76778;33579;909;314;32356;607;0;1479;0;1799;0;5846;36;0;202;0;0;0;0;8333;0;369;2255;11430;0
77;07;83543;37470;807;430;36233;551;0;2659;0;2185;0;6839;53;0;144;0;0;0;0;8527;0;446;2807;12022;0
77;08;86054;36996;807;360;35829;462;0;1796;0;2536;0;8750;69;0;95;0;0;0;0;9760;0;470;2985;8906;0
77;09;84404;36577;796;329;35452;503;0;1583;0;2270;0;7704;53;0;211;0;0;0;0;8329;0;395;4100;10304;0
77;10;78639;31409;667;339;30403;522;0;2171;0;2239;0;8435;78;0;145;0;0;0;0;7350;0;329;1973;7161;0
77;11;64384;25862;1031;193;24638;507;0;1293;0;1626;0;6601;68;0;336;0;0;0;0;4764;0;318;2599;6526;0
78;01;84964;42684;649;285;41750;427;0;1383;0;3038;0;9304;78;0;67;0;0;0;0;17145;0;763;3582;5963;0
78;02;86283;45998;679;282;45037;348;0;1418;0;3372;0;9695;103;0;57;0;0;0;0;19164;0;681;3425;6774;0
78;03;84904;42348;587;254;41507;346;0;937;0;2472;0;7649;72;0;39;0;0;0;0;19653;0;865;3342;6132;0
78;04;79403;39541;604;257;38680;318;0;1294;0;3162;0;8523;105;0;86;0;0;0;0;15523;0;1056;3198;5415;0
78;05;74088;35007;564;253;34190;305;0;1225;0;2350;0;7109;100;0;207;0;0;0;0;14813;0;624;2402;5055;0
78;06;77086;34873;514;245;34114;359;0;1258;0;2220;0;6864;58;0;122;0;0;0;0;14899;0;593;2273;5468;0
78;07;80789;37601;720;340;36541;567;0;1433;0;3156;0;8615;126;0;187;0;0;0;0;10831;0;589;2701;8336;0
78;08;73106;31096;749;413;29934;631;0;1987;0;1737;0;6348;57;0;701;0;0;0;0;7161;0;293;1829;9190;0
78;09;90781;43197;955;427;41815;673;0;1568;0;2698;0;8171;85;0;271;0;0;0;0;12472;0;495;2951;12431;0
78;10;88390;46417;922;417;45078;506;0;1678;0;3698;0;9744;108;0;55;0;0;0;0;14998;0;692;3930;9669;0
78;11;67633;28968;611;290;28067;447;0;1661;0;2105;0;7479;57;0;319;0;0;0;0;8650;0;417;1961;4971;0
78;12;68605;32864;685;332;31847;377;0;1208;0;2539;0;7020;53;0;175;0;0;0;0;11669;0;394;2387;6025;0
79;01;89135;42883;1278;797;40808;602;0;1797;0;3242;0;12812;764;874;0;0;0;0;0;11776;0;0;1914;7027;0
79;02;97120;48230;1746;1247;45237;873;0;1538;0;3310;0;12849;768;955;0;0;0;0;0;12432;0;0;2138;10374;0
79;03;85391;40447;1606;1346;37495;676;0;867;0;2515;0;8538;580;634;0;0;0;0;0;11877;0;0;2352;9456;0
80;01;84136;46612;1172;893;44547;769;3236;0;1835;0;0;9283;0;0;0;0;0;0;0;9862;0;610;1417;17535;0
80;02;73931;42250;754;462;41034;619;2090;0;2830;0;0;8710;0;0;0;0;0;0;0;13170;0;604;1196;11815;0
80;03;84377;50545;1677;1264;47604;823;2529;0;1428;0;0;7346;0;0;0;0;0;0;0;11454;0;558;2070;21396;0
80;04;83999;51065;1465;915;48685;816;1695;0;1901;0;0;7535;0;0;0;0;0;0;0;12720;0;576;1710;21732;0
80;05;82082;47342;1123;835;45384;831;1587;0;1447;0;0;6365;0;0;0;0;0;0;0;12639;0;439;1343;20733;0
81;01;83802;44979;1467;1011;42501;743;0;0;3758;0;0;10483;1649;639;0;0;0;0;0;9908;0;0;2388;12654;279
81;02;103938;57158;1740;1370;54048;1049;0;0;6146;0;0;15128;2222;911;0;0;0;0;0;9100;0;0;2763;16374;355
81;03;100324;55143;1618;1173;52352;932;0;0;4398;0;0;12664;1435;801;0;0;0;0;0;12257;0;0;2647;16873;345
82;01;88304;47194;1458;1077;44659;798;0;0;4342;0;0;9925;1623;697;0;0;0;0;0;9885;0;0;2292;14743;354
82;02;92003;49158;1555;1163;46440;913;0;0;3686;0;0;10743;1519;713;0;0;0;0;0;8375;0;0;2377;17730;384
83;01;74110;35013;623;248;34142;500;0;0;1591;0;0;5022;180;0;0;1373;0;0;0;11512;0;0;904;12706;354
83;02;89457;45039;992;386;43661;707;0;0;2160;0;0;6222;222;0;0;1976;0;0;0;12209;0;0;1069;18717;379
83;03;99576;52712;1000;581;51131;619;0;0;2500;0;0;7198;214;0;0;2062;0;0;0;15990;0;0;1406;20737;405
83;04;104174;54839;967;609;53263;591;0;0;2043;0;0;5664;260;0;0;1954;0;0;0;15316;0;0;1437;25522;476
83;05;93187;49795;688;623;48484;464;0;0;1295;0;0;5312;184;0;0;1718;0;0;0;14457;0;0;1288;23368;398
83;06;114659;60224;1198;658;58368;867;0;0;3633;0;0;8156;331;0;0;2698;0;0;0;13173;0;0;1770;27165;575
83;07;102618;51906;924;463;50519;748;0;0;2493;0;0;7458;281;0;0;2070;0;0;0;13480;0;0;1430;22082;477
83;08;102230;55037;1110;579;53348;791;0;0;2755;0;0;8132;461;0;0;2296;0;0;0;12227;0;0;1417;24818;451
84;01;72573;36960;810;373;35777;704;0;0;2938;0;0;8362;374;0;0;1590;0;0;0;5969;0;0;879;14406;555
84;02;82602;45489;997;564;43928;628;0;0;2720;0;0;7811;382;0;0;2196;0;0;0;8672;0;0;1139;19656;724
84;03;74438;41767;848;436;40483;661;0;0;2153;0;0;5977;248;0;0;1676;0;0;0;6967;0;0;946;20813;1042
84;04;87508;48234;1399;518;46317;667;0;0;2478;0;0;7067;298;0;0;1628;0;0;0;7369;0;0;1053;20088;5669
84;05;81295;45065;1006;547;43512;663;0;0;2770;0;0;9128;415;0;0;2005;0;0;0;8698;0;0;1162;17921;750
85;01;106943;55701;1082;1058;53561;662;1237;0;0;3306;0;11200;0;0;0;0;160;0;0;24435;0;0;2117;10444;0
85;02;101302;53469;1133;998;51338;623;1515;0;0;2964;0;12079;0;0;0;0;129;0;0;20945;0;0;2139;10944;0
85;03;118826;61299;1217;1065;59017;638;1455;0;0;3071;0;10892;0;0;0;0;158;0;0;24680;0;0;3126;14997;0
85;04;96779;52203;1310;809;50084;484;752;0;0;2569;0;7959;0;0;0;0;150;0;0;28871;0;0;1702;7597;0
85;05;81146;41907;928;837;40142;574;1191;0;0;1949;0;8533;0;0;0;0;101;0;0;17234;0;0;1612;8948;0
86;01;79119;39608;1112;818;37678;636;0;1881;0;3084;0;11799;453;608;0;0;0;0;0;9796;0;0;1566;7855;0
86;02;76832;39532;975;813;37744;512;0;1879;0;3435;0;11551;617;709;0;0;0;0;0;10538;0;0;1729;6774;0
86;03;74494;37987;1213;1244;35530;712;0;1595;0;2062;0;9011;353;644;0;0;0;0;0;10094;0;0;1795;9264;0
86;04;75923;36182;1042;1020;34120;780;0;1349;0;2112;0;7102;285;491;0;0;0;0;0;9574;0;0;1599;10828;0
87;01;84771;45963;1385;1601;42977;710;0;3505;0;2370;0;13537;614;731;0;0;0;0;0;10496;0;0;1690;9324;0
87;02;96994;54409;1939;2038;50432;942;0;4246;0;2701;0;14535;643;906;0;0;0;0;0;13065;0;0;2249;11145;0
87;03;83205;45273;1523;1536;42214;734;0;2918;0;2304;0;12609;536;714;0;0;0;0;0;11427;0;0;1742;9230;0
88;01;77145;38264;1169;720;36375;639;0;1117;0;2577;0;7291;0;0;0;0;455;0;0;8317;0;0;2808;13171;0
88;02;74000;37231;1171;797;35263;649;0;1076;0;2216;0;6539;0;0;0;0;492;0;0;8622;0;0;1874;13795;0
88;03;66374;34405;1288;763;32354;680;0;1027;0;2265;0;6767;0;0;0;0;474;0;0;7281;0;0;2763;11097;0
88;04;67718;35830;1160;838;33832;521;0;960;0;2194;0;6574;0;0;0;0;472;0;0;7180;0;0;2731;13200;0
89;01;77110;38943;906;800;37237;490;0;1767;0;2080;0;7382;0;0;0;786;0;1153;0;8721;0;0;2671;12187;0
89;02;76634;38488;1142;914;36432;543;0;2089;0;1328;0;6839;0;0;0;789;0;1063;0;8232;0;0;2513;13036;0
89;03;88340;41974;974;868;40132;545;0;1884;0;1367;0;6746;0;0;0;862;0;1139;0;8601;0;0;3024;15964;0
90;01;47841;23941;603;449;22889;407;0;1067;0;840;0;4551;0;0;0;446;0;1764;0;4372;0;0;1206;8236;0
90;02;47577;24047;632;536;22879;453;0;1056;0;1007;0;4934;0;0;0;521;0;1892;0;4215;0;0;1127;7674;0
91;01;70556;27425;667;397;26361;565;0;1938;0;1799;0;7277;55;0;397;0;0;0;0;5638;0;278;2370;6044;0
91;02;89792;44298;933;621;42744;668;0;1960;0;2831;0;7461;101;0;111;0;0;0;0;10646;0;405;5271;13290;0
91;03;94113;47937;1045;578;46314;695;0;2770;0;3222;0;10399;112;0;88;0;0;0;0;11137;0;525;5277;12089;0
91;04;94987;48683;1059;466;47158;621;0;2246;0;3465;0;11279;102;0;133;0;0;0;0;12431;0;576;5680;10625;0
91;05;69075;36474;659;292;35523;384;0;1966;0;3385;0;10009;98;0;190;0;0;0;0;11401;0;520;3263;4307;0
91;06;80674;38251;733;383;37135;496;0;2163;0;3226;0;10311;92;0;648;0;0;0;0;9612;0;473;3477;6637;0
91;07;73728;32729;633;381;31715;487;0;2041;0;2075;0;7480;62;0;246;0;0;0;0;7908;0;329;3599;7488;0
91;08;76507;36610;528;345;35737;386;0;1681;0;1943;0;6938;75;0;234;0;0;0;0;4359;0;231;14309;5581;0
91;09;77827;36697;697;338;35662;459;0;1805;0;2285;0;8288;69;0;254;0;0;0;0;8437;0;333;5525;8207;0
91;10;59892;26205;520;382;25303;436;0;2970;0;1711;0;6239;32;0;238;0;0;0;0;5270;0;266;2418;5723;0
92;01;60914;22008;901;197;20910;643;0;3757;0;1343;0;5152;61;0;895;0;0;0;0;3971;0;308;1091;3689;0
92;02;66084;31020;639;219;30162;326;0;1325;0;2480;0;7948;101;0;229;0;0;0;0;11731;0;590;1878;3554;0
92;03;79712;38782;1249;79;37454;283;0;1240;0;2766;0;8712;96;0;172;0;0;0;0;16204;0;821;2476;4684;0
92;04;73219;31859;1151;228;30480;568;0;2971;0;2453;0;7990;111;0;458;0;0;0;0;8906;0;593;1845;4585;0
92;05;72598;32661;598;334;31729;401;0;1393;0;2512;0;7329;71;0;247;0;0;0;0;13317;0;572;1959;3928;0
92;06;75421;38733;942;277;37514;312;0;817;0;2070;0;5847;107;0;80;0;0;0;0;20595;0;774;2317;4595;0
92;07;87147;43712;796;250;42666;299;0;1164;0;2918;0;8513;73;0;66;0;0;0;0;20197;0;1272;2908;5256;0
92;08;68869;36149;793;155;35201;293;0;1270;0;2952;0;8465;128;0;123;0;0;0;0;14772;0;842;2329;4027;0
92;09;64007;31583;868;0;30715;138;0;721;0;2097;0;6089;127;0;207;0;0;0;0;15761;0;681;1905;2989;0
92;10;76949;38584;1441;124;37019;373;0;1725;0;3409;0;10536;111;0;190;0;0;0;0;13768;0;768;2248;3891;0
92;11;68966;31849;597;360;30892;573;0;4773;0;3042;0;9099;102;0;222;0;0;0;0;7038;0;444;1635;3964;0
92;12;90866;46471;903;415;45153;540;0;2460;0;3907;0;12040;109;0;50;0;0;0;0;16381;0;576;2855;6235;0
92;13;88588;46414;1623;109;44682;446;0;2346;0;3781;0;11625;143;0;265;0;0;0;0;17551;0;717;3109;4699;0
93;01;59031;19749;418;322;19009;471;0;2357;0;1520;0;6424;61;0;387;0;0;0;0;3690;0;230;843;3026;0
93;02;53719;16178;484;228;15466;429;0;2797;0;1234;0;5140;53;0;508;0;0;0;0;1781;0;146;700;2678;0
93;03;73533;30386;724;375;29287;485;0;1796;0;2052;0;8822;68;0;169;0;0;0;0;7920;0;292;1924;5759;0
93;04;61068;19728;780;251;18697;513;0;3237;0;876;0;4964;26;0;512;0;0;0;0;3615;0;178;905;3871;0
93;05;63845;21740;603;381;20756;577;0;2336;0;971;0;4943;53;0;379;0;0;0;0;5679;0;231;941;4646;0
93;06;51927;17793;417;271;17105;513;0;2403;0;1523;0;6389;64;0;344;0;0;0;0;2263;0;182;701;2723;0
93;07;74598;28833;771;312;27750;613;0;5594;0;4059;0;8736;217;0;326;0;0;0;0;3364;0;278;1075;3488;0
93;08;60308;26187;829;190;25168;381;0;1450;0;1623;0;6142;71;0;213;0;0;0;0;7622;0;288;1700;5678;0
93;09;69535;27541;571;399;26571;540;0;2934;0;2203;0;10191;106;0;193;0;0;0;0;4648;0;193;1206;4357;0
93;10;68503;25451;745;298;24408;460;0;1644;0;1370;0;6516;74;0;491;0;0;0;0;6897;0;208;1285;5463;0
93;11;62235;21214;548;377;20289;425;0;2979;0;944;0;5259;32;0;477;0;0;0;0;3783;0;189;1076;5125;0
93;12;64465;26704;518;333;25853;365;0;1472;0;1342;0;6445;43;0;296;0;0;0;0;6548;0;222;1799;7321;0
94;01;84262;40021;694;451;38876;398;0;3159;0;3078;0;8841;99;0;143;0;0;0;0;13001;0;601;3324;6232;0
94;02;65137;24635;510;430;23695;575;0;2864;0;1912;0;6941;46;0;581;0;0;0;0;4565;0;222;1621;4368;0
94;03;70805;30448;714;327;29407;406;0;2671;0;1580;0;6229;43;0;463;0;0;0;0;7017;0;231;3828;6939;0
94;04;72127;34179;617;397;33165;379;0;1951;0;2313;0;7247;46;0;119;0;0;0;0;10718;0;364;2883;7145;0
94;05;88944;38958;815;305;37838;415;0;3816;0;2910;0;8488;72;0;92;0;0;0;0;13029;0;393;2677;5946;0
94;06;80283;39145;593;318;38234;364;0;3702;0;3976;0;9839;89;0;162;0;0;0;0;13179;0;461;2093;4369;0
94;07;64739;29081;600;302;28179;446;0;2419;0;2271;0;7666;58;0;135;0;0;0;0;7829;0;279;2174;4902;0
94;08;75625;37392;712;339;36341;437;0;1863;0;3007;0;8461;58;0;137;0;0;0;0;13896;0;423;2545;5514;0
94;09;53577;21406;445;347;20614;421;0;3056;0;1675;0;6238;45;0;242;0;0;0;0;3759;0;199;1170;3809;0
94;10;63082;26004;523;357;25124;635;0;5920;0;2260;0;6894;112;0;184;0;0;0;0;3907;0;203;1248;3761;0
94;11;62062;26297;633;271;25393;423;0;4075;0;2884;0;7489;94;0;223;0;0;0;0;5066;0;270;1280;3589;0
95;01;80992;39685;860;484;38341;683;0;2018;0;2819;0;7836;181;0;45;0;0;0;0;9975;0;443;3060;11281;0
95;02;75460;35533;675;406;34452;481;0;1821;0;2676;0;7651;170;0;38;0;0;0;0;9602;0;364;2632;9017;0
95;03;90677;42064;915;478;40671;515;0;2428;0;2975;0;8966;108;0;60;0;0;0;0;11606;0;453;3354;10206;0
95;04;75180;34562;655;378;33529;412;0;1607;0;2396;0;7748;99;0;112;0;0;0;0;9824;0;423;3637;7271;0
95;05;67274;24891;639;375;23877;791;0;2443;0;1619;0;6536;52;0;356;0;0;0;0;4851;0;274;1357;5598;0
95;06;76835;33058;629;392;32037;392;0;1663;0;2323;0;7365;71;0;69;0;0;0;0;10650;0;388;2472;6644;0
95;07;69118;29081;570;331;28180;410;0;1397;0;1819;0;7121;71;0;113;0;0;0;0;8394;0;294;1986;6575;0
95;08;54557;15916;436;295;15185;337;0;1130;0;865;0;4433;37;0;456;0;0;0;0;3250;0;168;821;3688;0
95;09;69705;26411;604;409;25398;522;0;1602;0;1441;0;5745;43;0;218;0;0;0;0;5178;0;230;1848;8571;0
95;10;64236;25945;724;234;24987;453;0;1401;0;2117;0;7449;150;0;109;0;0;0;0;5624;0;308;1849;5527;0
2A;01;49796;27995;364;374;27257;0;1674;0;0;0;0;625;5194;0;0;0;7071;0;0;6769;0;2045;364;3515;0
2A;02;57026;33967;412;278;33277;0;2118;0;0;0;0;924;5892;0;0;0;8125;0;0;5024;0;7174;383;3637;0
2B;01;57557;32378;540;395;31443;0;2175;0;0;0;0;1301;8294;0;0;0;10111;0;0;2927;0;2658;356;3621;0
2B;02;65487;42803;479;312;42012;0;1481;0;0;0;0;1503;15065;0;0;0;12100;0;0;2922;0;5141;397;3403;0
ZA;01;76100;35480;752;1067;33661;538;300;0;0;0;13515;0;16099;0;1152;0;186;0;0;0;851;718;0;302;0
ZA;02;85702;35919;725;1119;34075;400;489;0;0;0;14014;0;13128;0;1340;0;181;0;0;0;3147;622;0;754;0
ZA;03;82318;39931;764;1074;38093;490;283;0;0;0;13740;0;19657;0;1113;0;150;0;0;0;1737;368;0;555;0
ZA;04;69313;36645;742;1278;34625;564;225;0;0;0;16448;0;14892;0;865;0;180;0;0;0;577;512;0;362;0
ZB;01;79302;32081;1039;1006;30036;746;0;0;0;0;0;0;13638;0;1740;0;9107;0;402;0;4403;0;0;0;0
ZB;02;82517;34678;1088;1016;32574;737;0;0;0;0;0;0;17322;0;1734;0;6491;0;432;0;5858;0;0;0;0
ZB;03;65885;26603;791;622;25190;523;0;0;0;0;0;0;14496;0;1459;0;5421;0;431;0;2860;0;0;0;0
ZB;04;83019;34354;720;805;32829;454;0;0;0;0;0;0;10757;0;1410;0;15504;0;553;0;4151;0;0;0;0
ZC;01;51258;21977;480;420;21077;0;0;0;0;0;0;0;8493;1379;8741;0;1614;0;0;499;0;351;0;0;0
ZC;02;36925;15608;291;264;15053;0;0;0;0;0;0;0;5849;1186;6557;0;624;0;0;615;0;222;0;0;0
ZD;01;79528;33125;647;658;31820;145;0;0;0;0;9551;0;1195;0;518;0;136;3780;0;14062;0;1065;292;1076;0
ZD;02;90771;38698;722;877;37099;146;0;0;0;0;13367;0;1337;0;473;0;139;6271;0;14250;0;190;286;640;0
ZD;03;90867;42554;1152;1248;40154;155;0;0;0;0;8198;0;1596;0;713;0;352;11551;0;15803;0;303;338;1145;0
ZD;04;101943;50147;990;1354;47803;180;0;0;0;0;7802;0;10723;0;684;0;247;7320;0;18921;0;330;427;1169;0
ZD;05;81467;33476;543;743;32190;326;0;0;0;0;6453;0;4323;0;279;0;159;5988;0;13607;0;201;255;599;0
ZD;06;73889;31236;622;558;30056;140;0;0;0;0;6698;0;2758;0;406;0;129;4865;0;13744;0;411;205;700;0
ZD;07;107006;48773;940;1161;46672;171;0;0;0;0;11179;0;1471;0;822;0;220;14246;0;16894;0;204;439;1026;0
